4.158416144085128252e+01,-1.772219544750342379e+01,-2.249829745826312433e+01,-2.944049732492273108e+01,7.155104301364538344e+01,-2.971022890791190108e+01,5.045200489811555400e+01,3.987030419172310047e+01,1.269368683432980731e+02,-2.419212400456047618e+01,-1.079172072229303048e+01,1.241420494627174520e+02
6.021710676026653886e+01,-2.514687154078627174e+01,-1.349690526421495740e+01,-5.265102037546222391e+01,3.690096215677074554e+01,-2.693858677301412641e+01,-1.404481906870958774e+01,1.934153582566356278e+01,8.792216386264510675e+01,2.810126526991589913e+01,-1.041728324611645462e+01,-8.265655447869707473e+01
2.787630999412270683e+01,-2.514943684271669966e+01,1.079920027104803637e+01,1.862594665627862911e+00,3.587844112906999072e+01,3.305381844215872889e+01,-1.091701362062022618e+01,5.522892163725562575e+00,7.367761901051189000e+01,2.509614923268219755e+01,-6.651294155043021306e+01,1.935467496648141861e+01
4.646624084064914655e+02,-3.011794774698216415e+01,-2.019150374563647787e+01,-4.631445317458915270e+02,1.262345040813467136e+02,5.449354631146422889e+01,2.761234344274864583e+01,-1.100323676045532437e+02,1.383527439476872090e+01,-1.022191041285703861e+01,4.769795332246956399e+00,-8.011018510685330440e+00
1.924521306696600220e+02,2.532991504905763946e+01,-5.089516581766409331e+01,1.832848157903210051e+02,1.285310940268921343e+02,5.070703016108959815e+01,7.060893705645447938e+01,9.390663252268066685e+01,1.666713385625891988e+02,1.662864502141803413e+01,2.528153011096577885e+01,1.639013956567949322e+02
2.796859501233803513e+01,2.111778291505826743e+01,-9.916054898621377234e+00,-1.411171523820474860e+01,9.630859935040240316e+01,1.131996507969566679e+01,-2.350630746405038352e+01,-9.239203758352951468e+01,8.297633433232147127e+01,-6.569283280580186180e+00,1.498312775022256815e+01,-8.134754119965268160e+01
3.593657659493377565e+01,-2.806726403279855120e+01,4.201558010211549288e+00,2.124431776648857095e+01,4.489199299474179838e+01,-3.185302728108204562e+01,2.719042208261289773e+01,1.358745874105774121e+01,1.619258555540775149e+02,5.870465254660140886e+01,-4.444255471260403567e+01,-1.442172174080472757e+02
8.595585900306966209e+01,2.532461943766372414e+01,-2.081285741435948466e+00,-8.183629449673041734e+01,2.951388284951553374e+02,7.291852186098348909e+01,5.194718538678755237e+01,-2.805898912746015412e+02,2.606616792481610787e+02,-9.717389450180381516e+01,-5.872449086499008786e+01,-2.346341395203843945e+02
1.209631596359922696e+02,-7.212431308306577193e+00,2.423973874906573656e+01,-1.181553735093015121e+02,4.746795975898528752e+01,-6.674523424000115668e+00,-3.663698045776253309e+01,-2.815622850597442550e+01,3.291274300178621104e+01,1.560460021479638293e+01,3.489491673063100485e+00,2.876749123405840436e+01
1.507253422521023936e+02,1.820707237138858758e+01,-1.878425179939351253e+01,1.483236690384019596e+02,1.334797130290519647e+02,2.326072086772320802e+01,2.375923746069864961e+01,-1.291179894140164492e+02,1.056403152701641801e+02,-3.764337662062432344e+01,-1.563182000273270589e+01,-9.746024117751649385e+01
3.539563359151732413e+01,1.855484334212043862e+01,-1.835559284113070788e+01,2.307494912984532931e+01,5.372598883596696595e+01,3.137624035471509387e+01,3.306666176551242398e+00,4.298737577943607135e+01,1.087919088134139400e+02,-3.179820890651972931e+01,2.769806510096561780e+01,1.002864423701737167e+02
3.286398701969554850e+02,-2.634301818994620792e+00,-2.447866119554829112e+01,3.276688625473462935e+02,1.218613032991944465e+02,-3.872265141414882805e+01,7.110075066995949378e+00,-1.151014350118114606e+02,4.615043639710208367e+02,1.465613685658261431e+02,-8.236564601890806614e+01,4.297929077640724245e+02
4.507674961255428911e+02,-1.626520354831310655e+01,2.879354187195355763e+01,4.494968771452048486e+02,1.251780255253746361e+02,2.015723111948901547e+01,2.168958583273326468e+01,1.214403634482017793e+02,1.686705854219545841e+01,7.835811895404786398e+00,1.057287340035020229e+01,1.055045325404784506e+01
9.331842436762502757e+01,-2.231947059004927425e+01,6.894260843623880142e+00,8.996618601705949914e+01,4.090451352831995280e+01,-1.665705453801545133e+01,1.921529167401782701e+01,-3.095588356013295694e+01,1.480608680806867206e+01,1.031794333670641350e+01,7.507172923312458224e+00,7.510166880174181436e+00
1.779801428907875334e+02,-9.672433091092915713e-01,3.554684290314659023e+01,-1.741309758871900044e+02,1.926271399377949365e+02,-4.936967933737805936e+01,4.716771313223131301e+01,-1.796804155733585446e+02,7.148233241311017139e+01,6.542299151306633576e+01,-2.874654381801835257e+01,1.786686099565527819e+00
7.751049013043119373e+01,4.587686249573241781e+00,-5.885145737257045084e+01,4.977042475466400617e+01,1.233071186433511315e+02,-4.756194000272353861e+01,6.547920863279676951e+01,9.201639260547803190e+01,1.447451525059975097e+02,2.258267994341782980e+01,1.192955014127331204e+01,1.424740943960847801e+02
2.152162592706839064e+02,-1.108126956372503003e+01,4.644639883625060151e+01,-2.097938827860960771e+02,2.165314046174111127e+02,1.168064438765878954e+01,-5.889281914367026616e+01,-2.078090835011525996e+02,1.410519991256111538e+01,1.047366126284848820e+00,1.089979468602555990e+01,-8.891240890523329554e+00
3.000308866340427016e+02,1.153702123549082792e+01,-3.003008559781063624e+01,2.982677373341102225e+02,4.793671883439231607e+01,3.580896604286915164e+01,2.346090473406010801e+01,-1.551877935301559042e+01,2.113746935219916452e+02,-2.822720763574003300e+01,-2.113036556921861120e+01,2.084130357283725630e+02
6.606738681678594105e+01,-1.859298960510309584e+01,-3.004179817428590837e+01,5.527267137382469286e+01,4.561000641123034427e+01,2.020195406772194602e+01,4.049004262588090342e+01,-4.078000102068851440e+00,3.754834913726067214e+01,1.651198742809606301e+01,6.347469667071877986e+00,-3.312012111894556909e+01
3.886059499542558626e+01,3.254212264710225355e+01,-3.594141569409103454e+00,1.926981690101118616e+01,5.063325427496803854e+02,-4.666732141788144439e+00,-3.737981421993428910e+01,-5.048836607054707883e+02,3.903726076906571052e+01,-8.882797862897579222e+00,-1.382175105140091276e+01,3.541133756796030241e+01
2.957038451344124397e+01,-2.341650771069316761e+01,1.299367410069405615e+01,-1.099994728499940244e+01,1.095985784854552350e+02,3.502136966444229227e+00,7.321628942160525355e+01,-8.091938461229479174e+01,3.091926585494199458e+02,5.429457268465432662e+01,-6.106245554340890180e+01,-2.982005633811884877e+02
1.252889561306815409e+02,-2.194532182322535618e+01,-5.459439943872511947e+01,-1.104132570315532575e+02,3.360671540760827725e+02,2.701840548196705072e+01,5.334834360326487968e+01,3.305557170112136873e+02,5.695559385770346239e+01,-1.826668798879653366e+01,1.460890858072417586e+01,-5.193118111196459807e+01
5.246082635037078035e+02,2.469143729891818140e+01,2.472117562159194293e+01,5.234141141929358128e+02,3.726078949306744903e+01,-3.654637228829226103e+01,-4.874379197963914834e+00,-3.656095409953870057e+00,2.428136903303549943e+01,-1.735042859035327467e+01,-3.600142737594110631e+00,-1.660079763500704075e+01
1.023581003101564733e+02,-9.455760614029710354e+00,4.964755977095112627e+01,8.865934298822688220e+01,7.726129793314520100e+01,3.049833562225328976e+01,2.852628830171208563e+01,6.394702227871307798e+01,2.819729590694965182e+01,-1.561544496697031370e+01,-1.565279459021683728e+01,-1.749958275114236983e+01
1.052134822765800209e+03,-7.070721375165482492e+00,-3.058327973312832881e+01,1.051654098635298396e+03,4.070027756548361708e+01,1.599531326925115415e+01,2.743806759628888514e+01,-2.357640544924964843e+01,1.548307592164678681e+01,-8.716301022396690801e-01,-1.377244571471856283e+01,7.020373209130586822e+00
3.342391750254078886e+01,2.247837564308040470e+01,1.225082154178117300e+01,2.052367806258547134e+01,4.164901247129199078e+02,-2.626656956388884012e+01,2.007563008588742903e+01,4.151314177262227076e+02,3.572160556989741309e+01,1.202339803227155057e+00,-2.364945620934180681e+01,2.674491922760892848e+01
4.342126355309225971e+01,3.524008558622264076e+01,1.565279425136941960e+01,-1.931398530979812023e+01,5.810437321176969760e+01,-4.066763074282074797e+01,-2.589654371838131741e+00,4.107489240804679298e+01,2.058611927858184032e+01,1.247987420246186252e+00,-2.050205178509963844e+01,1.377209843124449939e+00
