8.268907217000000287e+01,-2.148241111400000136e+01,6.966661022000000258e+00,-7.952544608099999834e+01,6.133237144199999875e+02,4.366832034000000107e+01,-3.443288970999999776e+01,-6.107947894799999631e+02
6.563436826199999530e+01,-1.783374243000000092e+01,-3.056858281799999943e+01,-5.524700845800000337e+01,1.875334239500000137e+02,8.276786592400000586e+00,-2.988914479900000032e+01,-1.849425889100000120e+02
8.483495426199999656e+01,3.752434163499999897e+01,-7.546138123599999403e+01,-9.555912428199999198e+00,3.136453524199999876e+01,-1.392992434299999971e+01,-6.274491499499999847e+00,2.733430639599999878e+01
8.875354098399999714e+01,1.910129967900000025e+01,-8.567709782900000448e+01,1.298493613499999988e+01,1.350778442700000141e+02,-7.895055684199999924e+00,6.670860526699999582e+01,1.171772006900000065e+02
3.549345603500000266e+02,-2.506632710199999892e+01,-1.094828347299999933e+02,3.366906184399999802e+02,3.687517008300000043e+02,3.754531144599999948e+01,2.587859765700000025e+01,3.659170765499999902e+02
1.068758753200000058e+02,-6.364136536899999896e+01,8.226492882200000167e+01,-2.452657940199999942e+01,1.197237801699999977e+02,1.548250747700000041e+01,-6.923316823000000397e+01,9.642451031299999897e+01
1.036481812499999933e+02,8.624309113200000354e+01,2.696182222399999873e+01,5.074423239600000102e+01,9.106658605900000225e+01,-5.406040722000000187e+01,-6.362692374600000278e+01,-3.631875979800000209e+01
4.516496456200000154e+01,-3.438993124499999965e+01,-2.887361814599999832e+01,-4.512549056000000114e+00,1.018765694900000085e+01,-5.324795658300000234e+00,-8.495831636600000181e+00,-3.130832399499999807e-01
3.237391558400000235e+01,-8.553780607700000260e+00,2.492382266499999943e+01,1.872294267299999859e+01,6.467769052699999577e+01,2.745674998899999864e+01,2.539757201000000109e+01,5.273647825700000169e+01
1.652049747499999910e+02,-1.336637244899999966e-01,8.990253617500000516e+00,-1.649505484299999978e+02,6.043778722199999720e+01,-8.857248398299999437e+00,6.617502260500000233e+00,-5.939129742499999765e+01
9.245294036699999651e+01,9.085670448999999849e+01,-1.659801029400000161e+01,3.735472797399999934e+00,1.416447727700000030e+02,-8.655596176199999547e+01,3.851112560600000023e+01,-1.052855289799999952e+02
3.965663343500000337e+01,-5.807871919299999464e-01,-2.281126610600000149e+01,-3.238517672199999708e+01,1.132066035299999953e+02,-5.157988294799999807e+01,-6.792541989000000058e+00,-1.005283761000000027e+02
9.111244711800000573e+01,-5.731612680999999654e+00,-2.123973887400000038e+01,8.839876921900000184e+01,5.782417903299999580e+02,-5.891197335300000049e+01,2.364030926699999924e+01,5.747442261899999494e+02
