4.762472679900000117e+01,-3.534157682499999709e+01,-2.567400612000000137e+01,-1.888849467000000004e+01,7.026648278400000436e+01,3.534157682499999709e+01,2.567400612000000137e+01,-5.500944674499999820e+01
2.194367949900000170e+01,-1.078962625399999986e+01,1.612984065900000097e+00,1.895651836800000112e+01,2.820366753300000084e+01,1.078962625399999986e+01,-1.612984065900000097e+00,2.594747350000000097e+01
3.014783892799999876e+01,9.194909935400000123e+00,4.252465882600000135e+00,-2.833910069499999906e+01,1.087620456500000010e+01,-9.194909935400000123e+00,-4.252465882600000135e+00,3.536136583099999786e+00
4.374223666799999677e+01,2.411729687800000121e+01,-3.523537265600000268e+01,-9.330061348999999282e+00,5.913825462199999805e+01,-2.411729687800000121e+01,3.523537265600000268e+01,-4.087786608700000102e+01
9.922211511899999437e+01,-4.244940384400000255e+01,5.481377059699999998e-01,-8.966391725799999790e+01,5.877897014799999909e+01,4.244940384400000255e+01,-5.481377059699999998e-01,-4.061474191800000000e+01
7.143749640000000056e+01,-4.012512507099999937e+01,-6.313814619400000439e+00,-5.873898403900000176e+01,4.169233028400000052e+01,4.012512507099999937e+01,6.313814619400000439e+00,9.230534030199999407e+00
5.699211009999999789e+01,-2.180342284099999972e+01,3.660474981000000128e+01,3.781065892600000211e+01,1.017618508200000065e+02,2.180342284099999972e+01,-3.660474981000000128e+01,9.239599340200000199e+01
5.644045857700000113e+01,3.340068163899999831e+01,2.184405641300000056e+01,3.986977929199999693e+01,4.022422970200000236e+01,-3.340068163899999831e+01,-2.184405641300000056e+01,-4.697083308299999871e+00
7.692632802699999672e+01,1.392658959199999913e+01,4.077928247999999911e+01,6.369931269199999946e+01,6.719989683500000410e+01,-1.392658959199999913e+01,-4.077928247999999911e+01,5.153415011799999945e+01
1.165086074000000025e+02,-2.091600850000000023e+01,-3.655728888299999824e+01,1.086148382500000054e+02,5.140029679300000254e+01,2.091600850000000023e+01,3.655728888299999824e+01,2.940948825299999925e+01
7.275956252800000357e+01,1.843388046300000127e+01,-3.226078451400000091e+01,-6.253183224499999682e+01,2.052712025200000028e+02,-1.843388046300000127e+01,3.226078451400000091e+01,-2.018725902299999859e+02
1.174938404399999996e+02,-2.809843826899999897e+01,-3.635309058699999696e+01,-1.081229641900000047e+02,1.394566339700000128e+02,2.809843826899999897e+01,3.635309058699999696e+01,-1.316583669999999984e+02
4.090729127099999829e+01,-4.092386790199999957e+00,-3.596073674499999839e+01,1.898226891599999888e+01,4.950090469399999904e+01,4.092386790199999957e+00,3.596073674499999839e+01,-3.372328008400000243e+01
5.198429925599999990e+01,-4.009769806299999573e+00,-2.616170847500000107e+01,-4.470678243700000110e+01,4.183117105000000180e+01,4.009769806299999573e+00,2.616170847500000107e+01,3.234464249599999874e+01
2.222813240499999949e+02,-4.403555834200000163e+01,-1.530412786800000013e+01,2.173303535299999965e+02,2.505104847199999938e+02,4.403555834200000163e+01,1.530412786800000013e+01,2.461280124200000046e+02
4.280589348299999841e+01,1.313994958099999977e+01,2.003276450299999922e+01,-3.542903977299999951e+01,4.910076157099999961e+01,-1.313994958099999977e+01,-2.003276450299999922e+01,4.282239051300000199e+01
9.461379929699999991e+01,-4.783420237800000052e+01,3.139230365299999903e+01,7.533276606299999401e+01,8.130801174299999445e+01,4.783420237800000052e+01,-3.139230365299999903e+01,5.774294241599999822e+01
1.074574291799999948e+01,-7.342044303899999846e+00,-7.399019530600000394e+00,1.913676381399999959e+00,1.313157619100000062e+01,7.342044303899999846e+00,7.399019530600000394e+00,-7.786492129900000059e+00
1.550793745400000034e+01,5.386843813099999601e+00,9.720664996000000002e+00,1.066906654099999940e+01,1.392170492500000023e+01,-5.386843813099999601e+00,-9.720664996000000002e+00,8.194310513299999599e+00
8.317959015300000658e+01,3.951190814399999862e+00,-1.726791165099999859e+01,-8.125203878899999665e+01,2.667313218099999972e+01,-3.951190814399999862e+00,1.726791165099999859e+01,1.986216427500000137e+01
4.403328667200000268e+01,1.371923511899999948e+00,3.960602687699999791e+01,-1.911159509499999842e+01,1.017725077700000043e+02,-1.371923511899999948e+00,-3.960602687699999791e+01,-9.372281509900000174e+01
4.401517905099999695e+01,3.469732128599999754e+01,2.531491242499999927e+01,-9.456709913199999207e+00,4.626076925400000306e+01,-3.469732128599999754e+01,-2.531491242499999927e+01,1.709245878799999829e+01
5.485053587699999866e+01,-4.212612603299999847e+01,-4.615400110799999567e+00,3.477802674400000171e+01,4.246645460100000236e+01,4.212612603299999847e+01,4.615400110799999567e+00,-2.080775007599999782e+00
4.472963942100000168e+01,-1.811891605799999994e+01,-3.652220513500000010e+01,-1.831437486600000142e+01,4.111622042700000179e+01,1.811891605799999994e+01,3.652220513500000010e+01,5.021878749499999905e+00
1.360936797800000022e+02,-4.513754374100000177e+01,9.332926677799999737e+00,1.280383949200000018e+02,1.024818577700000048e+02,4.513754374100000177e+01,-9.332926677799999737e+00,9.151432711699999345e+01
8.390219905099999664e+01,-3.234952285600000010e+01,-1.779588247899999942e+01,-7.532088829999999291e+01,4.003571305599999874e+01,3.234952285600000010e+01,1.779588247899999942e+01,1.537906137200000067e+01
6.414396306400000469e+01,2.905156027600000002e+01,3.181316809599999829e+01,-4.748915086400000263e+01,4.432124668899999875e+01,-2.905156027600000002e+01,-3.181316809599999829e+01,-1.025399240499999998e+01
3.420321126200000350e+01,9.332507986999999616e+00,-3.182351170400000129e+01,-8.177428025599999373e+00,1.148707152799999989e+02,-9.332507986999999616e+00,3.182351170400000129e+01,-1.099649575899999974e+02
4.177414847299999678e+01,-1.510339384199999913e+01,1.150921006999999996e+01,3.716648126500000160e+01,5.477789300500000280e+01,1.510339384199999913e+01,-1.150921006999999996e+01,-5.135061256800000251e+01
8.128342990199999463e+01,4.431188667199999998e+01,-6.741136866299999753e+00,6.778533780200000081e+01,1.122593315299999972e+02,-4.431188667199999998e+01,6.741136866299999753e+00,1.029077915400000052e+02
4.538712895399999780e+01,5.698700014799999991e+00,-3.533921466900000041e+01,-2.784777316699999972e+01,4.493453043699999938e+01,-5.698700014799999991e+00,3.533921466900000041e+01,2.710385620699999976e+01
3.709154603300000019e+01,2.436433958799999999e+01,-2.518325230399999981e+01,1.203361200600000025e+01,7.021218974999999318e+01,-2.436433958799999999e+01,2.518325230399999981e+01,-6.081756835200000211e+01
6.394347655199999991e+01,-1.498500579599999938e+01,1.006953267199999935e+01,6.131610373800000247e+01,2.676842533299999971e+01,1.498500579599999938e+01,-1.006953267199999935e+01,-1.968362209700000065e+01
5.258146711100000203e+01,-1.582454352899999961e+01,4.172930273299999726e+01,2.774710922099999877e+01,6.215238597399999776e+01,1.582454352899999961e+01,-4.172930273299999726e+01,4.322048668000000049e+01
1.609545859199999995e+02,3.328962969100000180e+01,-3.123536564899999846e+01,-1.543352632700000129e+02,2.149771735500000034e+02,-3.328962969100000180e+01,3.123536564899999846e+01,-2.100670843000000048e+02
2.392990030199999865e+02,2.384808867899999996e+01,-3.199703378399999920e+01,-2.359413351100000114e+02,8.901913058700000647e+01,-2.384808867899999996e+01,3.199703378399999920e+01,-7.955316698100000394e+01
